Year,Month,Day,Value
2013,5,29,69
2013,6,29,69
2013,7,29,56
2013,8,29,34
2013,9,29,51
2013,10,29,31
2013,11,29,20
2013,12,29,80
2013,1,30,2
2013,2,30,0
2013,3,30,54
2013,4,30,0
2013,5,30,69
2013,6,30,0
2013,7,30,90
2013,8,30,27
2013,9,30,0
2013,10,30,59
2013,11,30,0
2013,12,30,38
2014,1,1,22
2014,2,1,64
2014,3,1,45
2014,4,1,81
2014,5,1,29
2014,6,1,48
2014,7,1,22
2014,8,1,46
2014,9,1,97
2014,10,1,79
2014,11,1,32
2014,12,1,26
2014,1,2,98
2014,2,2,73
2014,3,2,51
2014,4,2,55
2014,5,2,44
2014,6,2,23
2014,7,2,78
2014,8,2,59
2014,9,2,23
2014,10,2,13
2014,11,2,25
2014,12,2,90
2014,1,3,52
2014,2,3,60
2014,3,3,16
2014,4,3,40
2014,5,3,93
2014,6,3,20
2014,7,3,67
2014,8,3,64
2014,9,3,59
2014,10,3,84
2014,11,3,76
2014,12,3,2
2014,1,4,94
2014,2,4,30
2014,3,4,23
2014,4,4,93
2014,5,4,31
2014,6,4,1
2014,7,4,65
2014,8,4,39
2014,9,4,8
2014,10,4,34
2014,11,4,61
2014,12,4,45
2014,1,5,8
2014,2,5,17
2014,3,5,51
2014,4,5,92
2014,5,5,31
2014,6,5,75
2014,7,5,70
2014,8,5,50
2014,9,5,40
2014,10,5,73
2014,11,5,9
2014,12,5,88
2014,1,6,8
2014,2,6,9
2014,3,6,53
2014,4,6,53
2014,5,6,67
2014,6,6,14
2014,7,6,38
2014,8,6,54
2014,9,6,80
2014,10,6,61
2014,11,6,56
2014,12,6,70
2014,1,7,56
2014,2,7,37
2014,3,7,44
2014,4,7,85
2014,5,7,95
2014,6,7,57
2014,7,7,88
2014,8,7,7
2014,9,7,71
2014,10,7,79
2014,11,7,8
2014,12,7,27
2014,1,8,46
2014,2,8,71
2014,3,8,44
2014,4,8,28
2014,5,8,60
2014,6,8,4
2014,7,8,26
2014,8,8,85
2014,9,8,7
2014,10,8,93
2014,11,8,78
2014,12,8,34
2014,1,9,97
2014,2,9,22
2014,3,9,77
2014,4,9,69
2014,5,9,45
2014,6,9,8
2014,7,9,30
2014,8,9,84
2014,9,9,66
2014,10,9,52
2014,11,9,9
2014,12,9,76
2014,1,10,42
2014,2,10,6
2014,3,10,87
2014,4,10,20
2014,5,10,79
2014,6,10,39
2014,7,10,23
2014,8,10,69
2014,9,10,95
2014,10,10,85
2014,11,10,4
2014,12,10,32
2014,1,11,27
2014,2,11,95
2014,3,11,58
2014,4,11,28
2014,5,11,4
2014,6,11,91
2014,7,11,83
2014,8,11,65
2014,9,11,77
2014,10,11,21
2014,11,11,28
2014,12,11,51
2014,1,12,91
2014,2,12,86
2014,3,12,18
2014,4,12,69
2014,5,12,2
2014,6,12,59
2014,7,12,23
2014,8,12,15
2014,9,12,68
2014,10,12,61
2014,11,12,27
2014,12,12,3
2014,1,13,98
2014,2,13,4
2014,3,13,84
2014,4,13,37
2014,5,13,55
2014,6,13,81
2014,7,13,65
2014,8,13,73
2014,9,13,58
2014,10,13,35
2014,11,13,82
2014,12,13,52
2014,1,14,74
2014,2,14,38
2014,3,14,25
2014,4,14,79
2014,5,14,31
2014,6,14,46
2014,7,14,81
2014,8,14,71
2014,9,14,50
2014,10,14,34
2014,11,14,36
2014,12,14,3
2014,1,15,13
2014,2,15,91
2014,3,15,68
2014,4,15,40
2014,5,15,53
2014,6,15,73
2014,7,15,38
2014,8,15,63
2014,9,15,66
2014,10,15,71
2014,11,15,3
2014,12,15,29
2014,1,16,97
2014,2,16,15
2014,3,16,25
2014,4,16,66
2014,5,16,39
2014,6,16,7
2014,7,16,74
2014,8,16,77
2014,9,16,93
2014,10,16,34
2014,11,16,64
2014,12,16,23
2014,1,17,98
2014,2,17,94
2014,3,17,53
2014,4,17,88
2014,5,17,39
2014,6,17,82
2014,7,17,43
2014,8,17,20
2014,9,17,37
2014,10,17,1
2014,11,17,26
2014,12,17,41
2014,1,18,95
2014,2,18,51
2014,3,18,80
2014,4,18,13
2014,5,18,32
2014,6,18,79
2014,7,18,1
2014,8,18,61
2014,9,18,94
2014,10,18,94
2014,11,18,74
2014,12,18,89
2014,1,19,74
2014,2,19,64
2014,3,19,61
2014,4,19,40
2014,5,19,38
2014,6,19,51
2014,7,19,26
2014,8,19,30
2014,9,19,3
2014,10,19,38
2014,11,19,12
2014,12,19,14
2014,1,20,55
2014,2,20,31
2014,3,20,14
2014,4,20,78
2014,5,20,13
2014,6,20,22
2014,7,20,9
2014,8,20,7
2014,9,20,82
2014,10,20,91
2014,11,20,90
2014,12,20,59
2014,1,21,62
2014,2,21,44
2014,3,21,62
2014,4,21,31
2014,5,21,29
2014,6,21,1
2014,7,21,70
2014,8,21,71
2014,9,21,52
2014,10,21,41
2014,11,21,36
2014,12,21,82
2014,1,22,64
2014,2,22,52
2014,3,22,98
2014,4,22,23
2014,5,22,49
2014,6,22,80
2014,7,22,34
2014,8,22,76
2014,9,22,79
2014,10,22,20
2014,11,22,74
2014,12,22,86
2014,1,23,29
2014,2,23,74
2014,3,23,48
2014,4,23,73
2014,5,23,10
2014,6,23,13
2014,7,23,4
2014,8,23,63
2014,9,23,8
2014,10,23,17
2014,11,23,80
2014,12,23,16
2014,1,24,16
2014,2,24,2
2014,3,24,98
2014,4,24,67
2014,5,24,23
2014,6,24,30
2014,7,24,59
2014,8,24,64
2014,9,24,85
2014,10,24,95
2014,11,24,6
2014,12,24,85
2014,1,25,63
2014,2,25,83
2014,3,25,11
2014,4,25,58
2014,5,25,90
2014,6,25,44
2014,7,25,79
2014,8,25,63
2014,9,25,22
2014,10,25,79
2014,11,25,46
2014,12,25,85
2014,1,26,17
2014,2,26,32
2014,3,26,78
2014,4,26,64
2014,5,26,11
2014,6,26,36
2014,7,26,1
2014,8,26,58
2014,9,26,42
2014,10,26,68
2014,11,26,67
2014,12,26,75
2014,1,27,46
2014,2,27,75
2014,3,27,71
2014,4,27,13
2014,5,27,57
2014,6,27,14
2014,7,27,59
2014,8,27,61
2014,9,27,91
2014,10,27,91
2014,11,27,96
2014,12,27,46
2014,1,28,23
2014,2,28,0
2014,3,28,45
2014,4,28,12
2014,5,28,83
2014,6,28,82
2014,7,28,45
2014,8,28,27
2014,9,28,95
2014,10,28,64
2014,11,28,70
2014,12,28,1
2014,1,29,62
2014,2,29,0
2014,3,29,77
2014,4,29,47
2014,5,29,90
2014,6,29,54
2014,7,29,24
2014,8,29,11
2014,9,29,71
2014,10,29,67
2014,11,29,16
2014,12,29,18
2014,1,30,10
2014,2,30,0
2014,3,30,82
2014,4,30,0
2014,5,30,47
2014,6,30,0
2014,7,30,35
2014,8,30,44
2014,9,30,0
2014,10,30,28
2014,11,30,0
2014,12,30,45
2015,1,1,93
2015,2,1,67
2015,3,1,29
2015,4,1,99
2015,5,1,53
2015,6,1,89
2015,7,1,61
2015,8,1,61
2015,9,1,96
2015,10,1,28
2015,11,1,3
2015,12,1,13
2015,1,2,28
2015,2,2,40
2015,3,2,8
2015,4,2,68
2015,5,2,14
2015,6,2,74
2015,7,2,49
2015,8,2,92
2015,9,2,72
2015,10,2,71
2015,11,2,24
2015,12,2,51
2015,1,3,78
2015,2,3,81
2015,3,3,13
2015,4,3,98
2015,5,3,3
2015,6,3,15
2015,7,3,31
2015,8,3,54
2015,9,3,28
2015,10,3,41
2015,11,3,95
2015,12,3,61
2015,1,4,24
2015,2,4,81
2015,3,4,77
2015,4,4,61
2015,5,4,88
2015,6,4,0
2015,7,4,58
2015,8,4,99
2015,9,4,31
2015,10,4,35
2015,11,4,70
2015,12,4,61
2015,1,5,12
2015,2,5,51
2015,3,5,21
2015,4,5,77
2015,5,5,91
2015,6,5,80
2015,7,5,55
2015,8,5,35
2015,9,5,72
2015,10,5,25
2015,11,5,6
2015,12,5,71
2015,1,6,93
2015,2,6,98
2015,3,6,6
2015,4,6,76
2015,5,6,40
2015,6,6,69
2015,7,6,24
2015,8,6,92
2015,9,6,75
2015,10,6,81
2015,11,6,62
2015,12,6,46
2015,1,7,68
2015,2,7,12
2015,3,7,4
2015,4,7,2
2015,5,7,53
2015,6,7,67
2015,7,7,91
2015,8,7,98
2015,9,7,83
2015,10,7,48
2015,11,7,100
2015,12,7,74
2015,1,8,94
2015,2,8,57
2015,3,8,16
2015,4,8,62
2015,5,8,73
2015,6,8,41
2015,7,8,7
2015,8,8,79
2015,9,8,68
2015,10,8,2
2015,11,8,42
2015,12,8,86
2015,1,9,24
2015,2,9,47
2015,3,9,37
2015,4,9,54
2015,5,9,95
2015,6,9,31
2015,7,9,96
2015,8,9,84
2015,9,9,64
2015,10,9,41
2015,11,9,62
2015,12,9,73
2015,1,10,83
2015,2,10,75
2015,3,10,66
2015,4,10,34
2015,5,10,45
2015,6,10,14
2015,7,10,44
2015,8,10,28
2015,9,10,14
2015,10,10,18
2015,11,10,19
2015,12,10,17
2015,1,11,30
2015,2,11,49
2015,3,11,68
2015,4,11,95
2015,5,11,73
2015,6,11,30
2015,7,11,32
2015,8,11,100
2015,9,11,66
2015,10,11,9
2015,11,11,43
2015,12,11,46
2015,1,12,40
2015,2,12,97
2015,3,12,11
2015,4,12,52
2015,5,12,73
2015,6,12,77
2015,7,12,47
2015,8,12,53
2015,9,12,55
2015,10,12,2
2015,11,12,19
2015,12,12,24
2015,1,13,49
2015,2,13,51
2015,3,13,46
2015,4,13,93
2015,5,13,82
2015,6,13,32
2015,7,13,64
2015,8,13,19
2015,9,13,6
2015,10,13,32
2015,11,13,67
2015,12,13,17
2015,1,14,43
2015,2,14,54
2015,3,14,51
2015,4,14,8
2015,5,14,89
2015,6,14,24
2015,7,14,99
2015,8,14,12
2015,9,14,79
2015,10,14,6
2015,11,14,28
2015,12,14,73
2015,1,15,42
2015,2,15,38
2015,3,15,49
2015,4,15,66
2015,5,15,53
2015,6,15,60
2015,7,15,80
2015,8,15,35
2015,9,15,18
2015,10,15,74
2015,11,15,0
2015,12,15,54
2015,1,16,57
2015,2,16,6
2015,3,16,62
2015,4,16,78
2015,5,16,87
2015,6,16,23
2015,7,16,14
2015,8,16,57
2015,9,16,29
2015,10,16,61
2015,11,16,19
2015,12,16,50
2015,1,17,67
2015,2,17,54
2015,3,17,71
2015,4,17,55
2015,5,17,23
2015,6,17,95
2015,7,17,92
2015,8,17,38
2015,9,17,69
2015,10,17,12
2015,11,17,79
2015,12,17,44
2015,1,18,50
2015,2,18,94
2015,3,18,6
2015,4,18,63
2015,5,18,43
2015,6,18,49
2015,7,18,40
2015,8,18,37
2015,9,18,30
2015,10,18,54
2015,11,18,58
2015,12,18,84
2015,1,19,87
2015,2,19,66
2015,3,19,97
2015,4,19,11
2015,5,19,90
2015,6,19,91
2015,7,19,70
2015,8,19,18
2015,9,19,3
2015,10,19,96
2015,11,19,80
2015,12,19,74
2015,1,20,17
2015,2,20,3
2015,3,20,71
2015,4,20,70
2015,5,20,90
2015,6,20,92
2015,7,20,60
2015,8,20,77
2015,9,20,37
2015,10,20,64
2015,11,20,49
2015,12,20,58
2015,1,21,75
2015,2,21,80
2015,3,21,45
2015,4,21,69
2015,5,21,50
2015,6,21,30
2015,7,21,74
2015,8,21,31
2015,9,21,5
2015,10,21,45
2015,11,21,7
2015,12,21,4
2015,1,22,4
2015,2,22,87
2015,3,22,31
2015,4,22,21
2015,5,22,69
2015,6,22,9
2015,7,22,97
2015,8,22,99
2015,9,22,29
2015,10,22,43
2015,11,22,61
2015,12,22,33
2015,1,23,62
2015,2,23,93
2015,3,23,87
2015,4,23,52
2015,5,23,77
2015,6,23,83
2015,7,23,72
2015,8,23,36
2015,9,23,36
2015,10,23,69
2015,11,23,50
2015,12,23,92
2015,1,24,15
2015,2,24,39
2015,3,24,73
2015,4,24,19
2015,5,24,84
2015,6,24,14
2015,7,24,53
2015,8,24,53
2015,9,24,81
2015,10,24,68
2015,11,24,97
2015,12,24,28
2015,1,25,8
2015,2,25,47
2015,3,25,86
2015,4,25,75
2015,5,25,35
2015,6,25,51
2015,7,25,53
2015,8,25,62
2015,9,25,89
2015,10,25,49
2015,11,25,35
2015,12,25,77
2015,1,26,57
2015,2,26,63
2015,3,26,84
2015,4,26,49
2015,5,26,6
2015,6,26,18
2015,7,26,2
2015,8,26,13
2015,9,26,89
2015,10,26,76
2015,11,26,43
2015,12,26,4
2015,1,27,38
2015,2,27,30
2015,3,27,11
2015,4,27,96
2015,5,27,29
2015,6,27,89
2015,7,27,100
2015,8,27,17
2015,9,27,36
2015,10,27,42
2015,11,27,80
2015,12,27,84
2015,1,28,35
2015,2,28,0
2015,3,28,62
2015,4,28,7
2015,5,28,88
2015,6,28,31
2015,7,28,32
2015,8,28,95
2015,9,28,83
2015,10,28,9
2015,11,28,73
2015,12,28,19
2015,1,29,42
2015,2,29,0
2015,3,29,86
2015,4,29,5
2015,5,29,24
2015,6,29,15
2015,7,29,87
2015,8,29,59
2015,9,29,43
2015,10,29,24
2015,11,29,6
2015,12,29,59
2015,1,30,74
2015,2,30,0
2015,3,30,0
2015,4,30,0
2015,5,30,24
2015,6,30,0
2015,7,30,0
2015,8,30,2
2015,9,30,0
2015,10,30,81
2015,11,30,0
2015,12,30,73
2015,1,31,0
2015,2,31,0
2015,3,31,0
2015,4,31,0
2015,5,31,0
2015,6,31,0
2015,7,31,0
2015,8,31,0
2015,9,31,0
2015,10,31,0
2015,11,31,0
2015,12,31,0
2016,1,1,0
2016,2,1,0
2016,3,1,0
2016,4,1,0
2016,5,1,0
2016,6,1,0
2016,7,1,0
2016,8,1,0
2016,9,1,0
2016,10,1,0
2016,11,1,0
2016,12,1,0
2016,1,2,92
2016,2,2,49
2016,3,2,72
2016,4,2,87
2016,5,2,48
2016,6,2,2
2016,7,2,69
2016,8,2,91
2016,9,2,62
2016,10,2,58
2016,11,2,75
2016,12,2,44
2016,1,3,77
2016,2,3,92
2016,3,3,58
2016,4,3,99
2016,5,3,21
2016,6,3,76
2016,7,3,6
2016,8,3,86
2016,9,3,41
2016,10,3,51
2016,11,3,65
2016,12,3,75
2016,1,4,36
2016,2,4,89
2016,3,4,17
2016,4,4,82
2016,5,4,70
2016,6,4,7
2016,7,4,27
2016,8,4,94
2016,9,4,62
2016,10,4,28
2016,11,4,51
2016,12,4,37
2016,1,5,44
2016,2,5,42
2016,3,5,83
2016,4,5,3
2016,5,5,25
2016,6,5,79
2016,7,5,50
2016,8,5,41
2016,9,5,70
2016,10,5,57
2016,11,5,35
2016,12,5,100
2016,1,6,26
2016,2,6,91
2016,3,6,84
2016,4,6,22
2016,5,6,29
2016,6,6,41
2016,7,6,41
2016,8,6,86
2016,9,6,98
2016,10,6,70
2016,11,6,43
2016,12,6,15
2016,1,7,76
2016,2,7,71
2016,3,7,90
2016,4,7,38
2016,5,7,75
2016,6,7,19
2016,7,7,15
2016,8,7,98
2016,9,7,46
2016,10,7,73
2016,11,7,85
2016,12,7,16
2016,1,8,41
2016,2,8,39
2016,3,8,96
2016,4,8,100
2016,5,8,47
2016,6,8,29
2016,7,8,62
2016,8,8,63
2016,9,8,45
2016,10,8,5
2016,11,8,92
2016,12,8,57
2016,1,9,58
2016,2,9,71
2016,3,9,81
2016,4,9,17
2016,5,9,15
2016,6,9,87
2016,7,9,49
2016,8,9,52
2016,9,9,22
2016,10,9,65
2016,11,9,38
2016,12,9,90
2016,1,10,30
2016,2,10,25
2016,3,10,40
2016,4,10,90
2016,5,10,13
2016,6,10,71
2016,7,10,3
2016,8,10,60
2016,9,10,93
2016,10,10,37
2016,11,10,35
2016,12,10,87
2016,1,11,45
2016,2,11,92
2016,3,11,38
2016,4,11,22
2016,5,11,8
2016,6,11,65
2016,7,11,97
2016,8,11,34
2016,9,11,46
2016,10,11,16
2016,11,11,7
2016,12,11,97
2016,1,12,57
2016,2,12,86
2016,3,12,86
2016,4,12,90
2016,5,12,79
2016,6,12,19
2016,7,12,63
2016,8,12,3
2016,9,12,84
2016,10,12,37
2016,11,12,1
2016,12,12,66
2016,1,13,72
2016,2,13,15
2016,3,13,23
2016,4,13,82
2016,5,13,27
2016,6,13,99
2016,7,13,24
2016,8,13,50
2016,9,13,50
2016,10,13,46
2016,11,13,16
2016,12,13,72
2016,1,14,51
2016,2,14,84
2016,3,14,94
2016,4,14,28
2016,5,14,98
2016,6,14,39
2016,7,14,20
2016,8,14,91
2016,9,14,95
2016,10,14,8
2016,11,14,34
2016,12,14,32
2016,1,15,25
2016,2,15,41
2016,3,15,49
2016,4,15,76
2016,5,15,47
2016,6,15,55
2016,7,15,90
2016,8,15,33
2016,9,15,8
2016,10,15,78
2016,11,15,28
2016,12,15,60
2016,1,16,21
2016,2,16,33
2016,3,16,25
2016,4,16,83
2016,5,16,72
2016,6,16,43
2016,7,16,12
2016,8,16,86
2016,9,16,95
2016,10,16,7
2016,11,16,8
2016,12,16,77
2016,1,17,59
2016,2,17,66
2016,3,17,66
2016,4,17,47
2016,5,17,82
2016,6,17,67
2016,7,17,1
2016,8,17,87
2016,9,17,38
2016,10,17,12
2016,11,17,31
2016,12,17,44
2016,1,18,35
2016,2,18,46
2016,3,18,23
2016,4,18,7
2016,5,18,62
2016,6,18,33
2016,7,18,19
2016,8,18,3
2016,9,18,65
2016,10,18,91
2016,11,18,27
2016,12,18,27
2016,1,19,12
2016,2,19,88
2016,3,19,36
2016,4,19,36
2016,5,19,15
2016,6,19,31
2016,7,19,17
2016,8,19,32
2016,9,19,97
2016,10,19,31
2016,11,19,47
2016,12,19,45
2016,1,20,70
2016,2,20,43
2016,3,20,65
2016,4,20,95
2016,5,20,21
2016,6,20,24
2016,7,20,69
2016,8,20,76
2016,9,20,32
2016,10,20,96
2016,11,20,88
2016,12,20,82
2016,1,21,13
2016,2,21,6
2016,3,21,68
2016,4,21,1
2016,5,21,38
2016,6,21,23
2016,7,21,14
2016,8,21,71
2016,9,21,19
2016,10,21,92
2016,11,21,2
2016,12,21,34
2016,1,22,89
2016,2,22,46
2016,3,22,93
2016,4,22,92
2016,5,22,98
2016,6,22,30
2016,7,22,45
2016,8,22,57
2016,9,22,30
2016,10,22,51
2016,11,22,58
2016,12,22,91
2016,1,23,60
2016,2,23,12
2016,3,23,15
2016,4,23,64
2016,5,23,94
2016,6,23,76
2016,7,23,54
2016,8,23,79
2016,9,23,98
2016,10,23,96
2016,11,23,43
2016,12,23,57
2016,1,24,42
2016,2,24,49
2016,3,24,93
2016,4,24,62
2016,5,24,69
2016,6,24,23
2016,7,24,80
2016,8,24,72
2016,9,24,34
2016,10,24,2
2016,11,24,44
2016,12,24,16
2016,1,25,11
2016,2,25,33
2016,3,25,87
2016,4,25,28
2016,5,25,25
2016,6,25,84
2016,7,25,34
2016,8,25,67
2016,9,25,45
2016,10,25,69
2016,11,25,22
2016,12,25,62
2016,1,26,43
2016,2,26,35
2016,3,26,9
2016,4,26,38
2016,5,26,98
2016,6,26,57
2016,7,26,93
2016,8,26,63
2016,9,26,62
2016,10,26,44
2016,11,26,14
2016,12,26,40
2016,1,27,99
2016,2,27,20
2016,3,27,40
2016,4,27,7
2016,5,27,58
2016,6,27,31
2016,7,27,1
2016,8,27,40
2016,9,27,32
2016,10,27,93
2016,11,27,54
2016,12,27,66
2016,1,28,79
2016,2,28,31
2016,3,28,9
2016,4,28,35
2016,5,28,99
2016,6,28,60
2016,7,28,57
2016,8,28,85
2016,9,28,14
2016,10,28,69
2016,11,28,35
2016,12,28,48
2016,1,29,95
2016,2,29,76
2016,3,29,55
2016,4,29,4
2016,5,29,62
2016,6,29,53
2016,7,29,9
2016,8,29,61
2016,9,29,39
2016,10,29,71
2016,11,29,1
2016,12,29,61
2016,1,30,33
2016,2,30,0
2016,3,30,19
2016,4,30,27
2016,5,30,94
2016,6,30,79
2016,7,30,86
2016,8,30,33
2016,9,30,88
2016,10,30,94
2016,11,30,83
2016,12,30,97
2016,1,31,90
2016,2,31,0
2016,3,31,46
2016,4,31,0
2016,5,31,76
2016,6,31,0
2016,7,31,63
2016,8,31,58
2016,9,31,0
2016,10,31,65
2016,11,31,0
2016,12,31,20
2017,1,1,0
2017,2,1,0
2017,3,1,0
2017,4,1,0
2017,5,1,0
2017,6,1,0
2017,7,1,0
2017,8,1,0
2017,9,1,0
2017,10,1,0
2017,11,1,0
2017,12,1,0
2017,1,2,26
2017,2,2,77
2017,3,2,38
2017,4,2,34
2017,5,2,74
2017,6,2,30
2017,7,2,61
2017,8,2,38
2017,9,2,4
2017,10,2,36
2017,11,2,66
2017,12,2,52
2017,1,3,95
2017,2,3,39
2017,3,3,18
2017,4,3,59
2017,5,3,47
2017,6,3,82
2017,7,3,78
2017,8,3,42
2017,9,3,11
2017,10,3,80
2017,11,3,20
2017,12,3,90
2017,1,4,94
2017,2,4,51
2017,3,4,30
2017,4,4,79
2017,5,4,64
2017,6,4,75
2017,7,4,68
2017,8,4,95
2017,9,4,87
2017,10,4,4
2017,11,4,91
2017,12,4,26
2017,1,5,48
2017,2,5,43
2017,3,5,16
2017,4,5,24
2017,5,5,83
2017,6,5,54
2017,7,5,59
2017,8,5,44
2017,9,5,66
2017,10,5,0
2017,11,5,67
2017,12,5,30
2017,1,6,5
2017,2,6,34
2017,3,6,81
2017,4,6,70
2017,5,6,22
2017,6,6,51
2017,7,6,50
2017,8,6,79
2017,9,6,22
2017,10,6,76
2017,11,6,64
2017,12,6,24
2017,1,7,76
2017,2,7,47
2017,3,7,35
2017,4,7,42
2017,5,7,30
2017,6,7,24
2017,7,7,79
2017,8,7,99
2017,9,7,84
2017,10,7,97
2017,11,7,25
2017,12,7,34
2017,1,8,8
2017,2,8,13
2017,3,8,94
2017,4,8,60
2017,5,8,83
2017,6,8,52
2017,7,8,4
2017,8,8,59
2017,9,8,28
2017,10,8,0
2017,11,8,90
2017,12,8,51
2017,1,9,39
2017,2,9,84
2017,3,9,85
2017,4,9,75
2017,5,9,69
2017,6,9,16
2017,7,9,70
2017,8,9,87
2017,9,9,47
2017,10,9,25
2017,11,9,94
2017,12,9,15
2017,1,10,37
2017,2,10,32
2017,3,10,74
2017,4,10,61
2017,5,10,39
2017,6,10,54
2017,7,10,80
2017,8,10,2
2017,9,10,24
2017,10,10,85
2017,11,10,93
2017,12,10,26
2017,1,11,71
2017,2,11,77
2017,3,11,20
2017,4,11,80
2017,5,11,60
2017,6,11,24
2017,7,11,31
2017,8,11,28
2017,9,11,16
2017,10,11,92
2017,11,11,84
2017,12,11,46
2017,1,12,96
2017,2,12,78
2017,3,12,55
2017,4,12,76
2017,5,12,50
2017,6,12,22
2017,7,12,0
2017,8,12,66
2017,9,12,64
2017,10,12,23
2017,11,12,52
2017,12,12,10
2017,1,13,90
2017,2,13,48
2017,3,13,60
2017,4,13,74
2017,5,13,67
2017,6,13,51
2017,7,13,70
2017,8,13,58
2017,9,13,8
2017,10,13,45
2017,11,13,29
2017,12,13,80
2017,1,14,83
2017,2,14,66
2017,3,14,22
2017,4,14,69
2017,5,14,96
2017,6,14,41
2017,7,14,15
2017,8,14,48
2017,9,14,94
2017,10,14,50
2017,11,14,12
2017,12,14,80
2017,1,15,65
2017,2,15,13
2017,3,15,19
2017,4,15,83
2017,5,15,57
2017,6,15,98
2017,7,15,97
2017,8,15,22
2017,9,15,85
2017,10,15,58
2017,11,15,97
2017,12,15,68
2017,1,16,45
2017,2,16,48
2017,3,16,99
2017,4,16,81
2017,5,16,96
2017,6,16,40
2017,7,16,26
2017,8,16,64
2017,9,16,49
2017,10,16,26
2017,11,16,29
2017,12,16,18
2017,1,17,87
2017,2,17,98
2017,3,17,14
2017,4,17,78
2017,5,17,49
2017,6,17,94
2017,7,17,79
2017,8,17,36
2017,9,17,86
2017,10,17,75
2017,11,17,24
2017,12,17,60
2017,1,18,73
2017,2,18,95
2017,3,18,78
2017,4,18,1
2017,5,18,16
2017,6,18,28
2017,7,18,72
2017,8,18,30
2017,9,18,66
2017,10,18,21
2017,11,18,62
2017,12,18,31
2017,1,19,9
2017,2,19,12
2017,3,19,84
2017,4,19,60
2017,5,19,74
2017,6,19,54
2017,7,19,31
2017,8,19,54
2017,9,19,70
2017,10,19,48
2017,11,19,88
2017,12,19,88
2017,1,20,29
2017,2,20,75
2017,3,20,14
2017,4,20,87
2017,5,20,99
2017,6,20,36
2017,7,20,82
2017,8,20,20
2017,9,20,61
2017,10,20,41
2017,11,20,7
2017,12,20,78
2017,1,21,82
2017,2,21,63
2017,3,21,91
2017,4,21,75
2017,5,21,72
2017,6,21,88
2017,7,21,40
2017,8,21,83
2017,9,21,62
2017,10,21,88
2017,11,21,78
2017,12,21,74
2017,1,22,51
2017,2,22,78
2017,3,22,54
2017,4,22,5
2017,5,22,64
2017,6,22,29
2017,7,22,31
2017,8,22,18
2017,9,22,16
2017,10,22,49
2017,11,22,33
2017,12,22,55
2017,1,23,20
2017,2,23,69
2017,3,23,4
2017,4,23,39
2017,5,23,34
2017,6,23,41
2017,7,23,9
2017,8,23,26
2017,9,23,62
2017,10,23,3
2017,11,23,24
2017,12,23,81
2017,1,24,80
2017,2,24,36
2017,3,24,42
2017,4,24,7
2017,5,24,76
2017,6,24,66
2017,7,24,97
2017,8,24,65
2017,9,24,29
2017,10,24,91
2017,11,24,73
2017,12,24,28
2017,1,25,17
2017,2,25,32
2017,3,25,12
2017,4,25,29
2017,5,25,3
2017,6,25,87
2017,7,25,41
2017,8,25,39
2017,9,25,1
2017,10,25,0
2017,11,25,59
2017,12,25,34
2017,1,26,81
2017,2,26,63
2017,3,26,59
2017,4,26,80
2017,5,26,16
2017,6,26,52
2017,7,26,27
2017,8,26,2
2017,9,26,13
2017,10,26,45
2017,11,26,31
2017,12,26,37
2017,1,27,59
2017,2,27,44
2017,3,27,91
2017,4,27,56
2017,5,27,61
2017,6,27,0
2017,7,27,11
2017,8,27,72
2017,9,27,1
2017,10,27,37
2017,11,27,42
2017,12,27,94
2017,1,28,7
2017,2,28,39
2017,3,28,27
2017,4,28,52
2017,5,28,41
2017,6,28,44
2017,7,28,18
2017,8,28,68
2017,9,28,47
2017,10,28,75
2017,11,28,93
2017,12,28,67
2017,1,29,0
2017,2,29,0
2017,3,29,12
2017,4,29,38
2017,5,29,4
2017,6,29,99
2017,7,29,5
2017,8,29,5
2017,9,29,61
2017,10,29,33
2017,11,29,37
2017,12,29,23
2017,1,30,54
2017,2,30,0
2017,3,30,65
2017,4,30,65
2017,5,30,86
2017,6,30,12
2017,7,30,42
2017,8,30,41
2017,9,30,22
2017,10,30,85
2017,11,30,87
2017,12,30,68
2017,1,31,52
2017,2,31,0
2017,3,31,98
2017,4,31,0
2017,5,31,37
2017,6,31,0
2017,7,31,1
2017,8,31,39
2017,9,31,0
2017,10,31,67
2017,11,31,0
2017,12,31,44
2018,1,1,0
2018,2,1,0
2018,3,1,0
2018,4,1,0
2018,5,1,0
2018,6,1,0
2018,7,1,0
2018,8,1,0
2018,9,1,0
2018,10,1,0
2018,11,1,0
2018,12,1,0
2018,1,2,55
2018,2,2,42
2018,3,2,71
2018,4,2,33
2018,5,2,93
2018,6,2,40
2018,7,2,29
2018,8,2,57
2018,9,2,0
2018,10,2,80
2018,11,2,6
2018,12,2,46
2018,1,3,98
2018,2,3,65
2018,3,3,70
2018,4,3,47
2018,5,3,10
2018,6,3,99
2018,7,3,22
2018,8,3,66
2018,9,3,71
2018,10,3,95
2018,11,3,25
2018,12,3,74
2018,1,4,15
2018,2,4,82
2018,3,4,93
2018,4,4,10
2018,5,4,1
2018,6,4,21
2018,7,4,1
2018,8,4,63
2018,9,4,67
2018,10,4,35
2018,11,4,66
2018,12,4,4
2018,1,5,31
2018,2,5,95
2018,3,5,89
2018,4,5,18
2018,5,5,27
2018,6,5,82
2018,7,5,5
2018,8,5,43
2018,9,5,27
2018,10,5,34
